Time,Timestamp,Elapsed Time,Heat Release Rate,Doorway Temperature 0.75 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.6 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
301,2018-12-04 10:09:02,00:07:04,496.78,66.96,23.71,508.58,406.81,382.55,116.79,91.72,62.09,61.61,449.01,400.9,370.24,316.62,110.51,87.73,76.73,49.58,426.32,377.13,356.31,331.01,136.32,81.98,53.25,472.39,379.12,361.12,307.89,105.0,66.74,42.67,28.84,352.25,293.92,43.81,15.81,16.39,325.57,39.73,3.03,1.83,0.7,-0.41,-0.45,-0.73,-0.55,5.8,2.78,2.41,14.52,7.87,3.91,0.32,3.7,16.55,15.43,20.95,15.48,20.95,15.24,20.94,16.02,20.96
302,2018-12-04 10:09:03,00:07:05,491.93,68.35,23.82,529.12,405.22,383.89,118.58,95.51,62.23,60.91,439.38,402.13,368.61,317.98,109.28,87.47,76.62,50.06,419.98,378.55,358.31,328.12,136.24,83.37,54.43,471.32,377.74,355.77,310.57,109.01,69.31,43.97,29.55,350.38,291.4,43.35,15.88,16.31,328.04,39.5,3.09,2.07,0.64,0.17,-0.79,-0.87,-0.87,1.86,-0.59,-1.62,14.52,9.35,3.91,2.23,4.66,16.55,15.41,20.96,15.47,20.92,15.23,20.95,16.04,20.95
303,2018-12-04 10:09:04,00:07:06,452.86,70.81,24.23,515.43,410.96,383.24,122.09,96.77,62.67,59.7,438.77,400.1,367.52,321.13,109.28,90.3,78.24,50.21,413.14,376.44,357.15,325.71,137.18,83.48,54.43,461.19,377.49,357.08,311.81,107.23,70.08,42.71,32.22,349.65,295.72,44.5,15.76,16.38,328.23,39.95,3.1,1.69,1.14,-0.35,0.4,-0.77,-0.75,3.41,0.53,0.04,16.13,9.35,3.91,2.23,3.7,14.9,15.41,20.96,15.48,20.96,15.19,20.96,16.07,20.95
304,2018-12-04 10:09:05,00:07:07,484.43,74.15,24.5,528.84,432.65,386.62,118.99,98.61,62.94,59.0,454.37,402.93,366.07,321.72,110.1,90.97,80.08,50.29,411.63,373.44,355.85,324.47,138.62,83.97,54.84,449.82,376.08,360.65,313.54,109.16,70.75,45.87,33.13,351.22,295.98,45.84,15.8,16.42,328.7,40.36,3.65,1.48,0.46,0.63,-0.45,-0.8,-0.74,2.69,-0.41,-0.53,16.13,7.87,3.11,4.15,3.7,14.9,15.43,20.95,15.47,20.96,15.19,20.95,16.05,20.96
305,2018-12-04 10:09:06,00:07:08,475.87,73.52,24.8,548.81,424.83,383.02,120.89,99.27,63.11,59.51,477.66,399.16,365.51,321.01,110.43,93.46,83.37,49.61,409.99,380.1,355.98,323.4,138.91,85.53,54.8,456.74,375.23,361.08,308.73,112.41,70.52,47.6,33.19,349.86,290.55,47.21,15.72,16.38,328.33,40.72,3.22,1.56,0.71,-0.44,-0.72,-0.79,-0.85,2.86,-0.05,-0.43,16.13,6.39,3.91,2.23,2.74,11.61,15.43,20.94,15.48,20.89,15.16,20.94,16.06,20.96
306,2018-12-04 10:09:07,00:07:09,463.51,72.31,24.35,553.69,426.86,383.21,121.31,99.35,63.41,60.77,465.61,396.06,367.45,314.68,111.22,93.87,83.05,48.59,413.5,381.67,355.48,324.87,139.38,86.17,54.29,441.02,373.0,359.13,312.74,110.94,70.23,48.58,34.02,349.89,292.17,47.53,15.75,16.22,325.11,40.31,3.37,2.17,0.7,-0.78,-0.44,-0.72,-0.87,5.99,2.93,2.69,17.75,6.39,3.91,2.23,3.7,16.55,15.45,20.95,15.46,20.93,15.16,20.97,16.07,20.97
307,2018-12-04 10:09:08,00:07:10,451.09,72.39,23.83,535.63,423.32,382.95,122.87,99.23,63.62,61.53,455.87,393.74,368.38,314.23,112.54,93.24,84.61,48.13,413.42,378.94,355.25,327.46,140.84,84.14,54.28,453.11,373.93,353.95,312.65,110.48,70.0,49.86,35.1,351.9,296.3,46.39,15.64,16.26,320.46,40.31,3.19,2.07,0.64,-1.11,-0.81,-0.63,-0.78,3.93,1.24,0.64,14.52,7.87,3.11,0.32,2.74,14.9,15.49,20.93,15.45,20.93,15.17,20.96,16.05,20.95
308,2018-12-04 10:09:09,00:07:11,473.46,71.73,23.67,537.0,425.73,385.08,122.04,98.24,64.1,62.27,452.71,393.59,369.66,313.94,112.88,94.3,80.8,46.84,412.52,377.49,353.8,326.22,139.06,83.07,54.76,452.75,376.54,353.87,305.83,111.08,69.67,50.34,34.01,351.86,297.7,46.57,15.6,16.26,320.24,40.46,2.94,2.07,-0.57,-0.64,-0.52,-0.68,-0.71,2.22,-0.31,-1.16,17.75,6.39,3.11,0.32,4.66,13.26,15.53,20.94,15.41,20.98,15.17,20.94,16.06,20.94
309,2018-12-04 10:09:10,00:07:12,458.18,69.33,23.51,525.82,422.27,381.45,124.02,94.95,63.84,61.16,449.51,396.19,370.23,311.73,113.36,94.04,81.64,47.68,423.22,381.54,353.43,332.02,139.7,84.98,56.45,470.84,374.14,352.05,300.05,111.11,69.41,52.85,33.37,350.59,293.61,45.46,15.45,16.3,322.04,41.28,3.26,1.92,-0.7,0.25,-0.71,-0.91,-0.76,0.83,-1.74,-2.88,12.9,7.87,4.71,0.32,3.7,14.9,15.55,20.96,15.4,20.98,15.18,20.97,16.05,20.96
310,2018-12-04 10:09:11,00:07:13,465.78,68.23,23.36,536.99,418.41,381.67,125.85,92.48,63.65,61.3,446.41,398.97,370.44,313.34,113.54,94.26,84.16,47.05,416.8,381.39,355.82,333.07,138.98,87.36,58.29,472.09,374.1,352.66,299.49,108.8,69.85,55.28,33.63,348.5,292.24,45.53,15.48,16.21,324.92,42.95,3.1,2.22,-0.69,-0.53,-0.62,-0.77,-0.74,2.18,-0.54,-1.21,17.75,4.91,3.91,2.23,4.66,16.55,15.57,20.96,15.37,20.96,15.18,20.96,16.07,20.95
311,2018-12-04 10:09:12,00:07:14,474.35,67.65,23.62,524.06,417.23,382.98,126.08,90.58,63.22,60.94,447.03,396.95,371.33,312.66,111.76,94.93,86.71,46.35,419.58,383.22,353.58,334.4,138.42,88.11,59.7,478.13,376.69,355.91,302.37,107.78,70.33,57.09,35.44,348.4,295.33,45.75,15.4,16.33,321.26,44.69,2.84,2.08,-0.52,-0.46,-0.53,-0.75,-0.75,3.15,0.27,-0.21,16.13,10.83,5.51,-1.59,2.74,16.55,15.61,20.96,15.35,20.95,15.18,20.95,16.05,20.95
312,2018-12-04 10:09:13,00:07:15,464.84,66.92,24.08,522.15,418.01,379.49,127.35,90.71,63.21,59.09,448.57,395.24,371.53,313.38,111.23,94.99,88.38,46.56,418.28,386.72,354.08,331.87,138.64,88.5,59.65,469.0,377.54,354.45,296.44,107.43,70.47,55.54,33.67,347.02,295.38,45.61,15.87,16.33,318.81,45.0,2.98,1.32,-0.23,-0.67,-0.81,-0.7,-0.75,2.94,0.06,-0.57,12.9,7.87,3.11,2.23,3.7,13.26,15.63,20.95,15.34,20.91,15.16,20.96,16.03,20.96
313,2018-12-04 10:09:14,00:07:16,543.15,65.4,24.22,532.01,414.7,379.75,124.62,91.01,62.85,58.51,458.05,401.29,372.56,318.74,111.98,96.77,88.54,45.98,431.63,384.91,354.34,332.17,138.61,89.64,59.1,461.87,378.06,354.89,301.78,108.51,70.69,54.25,34.01,346.62,288.59,45.17,15.83,16.3,319.99,45.15,2.96,1.9,0.63,-0.4,0.07,-0.8,-0.59,3.29,0.44,-0.15,12.9,4.91,3.91,0.32,4.66,19.84,15.67,20.95,15.35,20.92,15.18,20.95,16.02,20.95
314,2018-12-04 10:09:15,00:07:17,535.95,64.16,25.4,510.36,412.89,380.47,121.85,92.44,62.33,58.43,453.74,398.21,370.48,317.92,111.61,94.4,89.34,46.08,433.79,383.79,356.44,337.49,139.39,90.45,60.53,461.68,378.89,353.43,307.06,110.47,70.69,52.95,33.82,347.74,285.15,45.01,15.6,16.26,322.55,44.66,3.08,2.14,-0.34,-0.37,-0.57,-0.88,-0.91,1.86,-0.56,-1.6,16.13,9.35,3.91,2.23,4.66,14.9,15.7,20.95,15.35,20.96,15.17,20.95,16.02,20.95
315,2018-12-04 10:09:16,00:07:18,510.84,63.83,25.13,517.86,419.79,379.97,122.49,93.3,62.04,58.84,448.9,396.77,368.86,318.34,112.51,92.1,89.17,45.8,437.93,385.97,358.02,339.76,136.92,89.76,60.1,474.29,378.03,354.42,310.63,113.72,70.88,52.56,34.46,347.95,289.54,45.08,15.67,16.17,323.38,41.9,3.31,2.1,-0.54,0.49,-0.6,-0.79,-0.83,1.6,-1.0,-1.82,14.52,6.39,3.11,2.23,3.7,13.26,15.72,20.94,15.38,20.94,15.19,20.97,16.02,20.96
316,2018-12-04 10:09:17,00:07:19,509.88,63.49,25.58,559.65,414.73,377.39,124.46,91.74,61.92,59.2,456.32,395.39,369.17,316.24,112.76,91.17,86.73,46.79,426.81,383.13,359.43,337.75,137.02,88.9,59.35,466.35,380.34,358.78,313.15,112.55,71.57,52.84,34.12,347.89,291.28,45.12,15.71,16.14,322.47,39.52,2.86,2.13,-0.83,-0.49,-0.17,-0.71,-0.76,1.81,-0.75,-1.66,14.52,7.87,3.11,-1.59,3.7,14.9,15.76,20.94,15.4,20.98,15.19,20.93,16.01,20.96
317,2018-12-04 10:09:18,00:07:20,521.38,62.8,25.51,565.34,410.81,374.49,125.22,92.12,61.85,59.02,462.58,394.27,369.65,317.78,112.8,93.75,85.64,47.42,437.71,386.65,358.27,338.7,137.06,87.14,60.83,467.64,387.55,361.95,314.22,109.63,71.43,51.37,33.03,348.91,292.68,44.93,15.52,16.21,324.01,39.48,3.03,1.8,-0.59,-0.45,-0.5,-0.71,-0.74,2.23,-0.62,-1.37,14.52,7.87,2.3,0.32,3.7,13.26,15.76,20.96,15.44,20.92,15.19,20.96,15.99,20.95
318,2018-12-04 10:09:19,00:07:21,527.79,62.5,25.43,546.04,412.93,382.86,121.44,92.63,62.29,59.79,469.79,394.41,368.92,319.9,112.01,93.89,85.63,47.83,433.07,385.16,358.37,339.35,139.66,86.22,62.0,468.36,386.97,362.89,316.86,110.51,71.75,52.62,34.98,349.01,293.41,45.19,15.67,16.36,325.54,40.19,3.21,2.16,0.69,0.28,-0.45,-0.8,-0.79,1.85,-0.67,-1.82,14.52,9.35,3.91,2.23,4.66,14.9,15.78,20.95,15.47,20.9,15.19,20.95,15.97,20.96
319,2018-12-04 10:09:20,00:07:22,512.38,62.61,27.13,557.14,414.52,385.22,120.65,92.59,62.62,60.12,471.62,392.53,369.61,323.16,111.94,94.62,84.97,49.38,426.27,381.65,357.57,339.83,142.83,83.65,61.34,459.67,386.97,363.94,317.08,108.03,71.57,52.58,33.22,349.02,295.3,45.27,15.72,16.26,327.67,41.32,3.16,2.24,0.52,0.44,-0.25,-0.66,-0.82,1.79,-0.65,-1.7,14.52,7.87,3.11,0.32,4.66,18.19,15.79,20.95,15.5,20.98,15.22,20.95,15.92,20.95
320,2018-12-04 10:09:21,00:07:23,542.35,62.54,26.98,547.73,415.46,384.93,119.91,95.28,64.16,60.27,485.43,391.23,368.81,326.16,113.43,98.13,86.07,49.9,424.07,377.88,357.64,337.38,141.73,85.56,60.24,478.23,386.17,363.21,316.67,105.95,72.16,53.1,34.38,349.42,297.11,45.27,15.79,16.33,326.28,42.8,3.29,2.05,0.55,-0.32,-0.73,-0.65,-0.56,2.74,0.02,-0.59,14.52,7.87,3.91,0.32,3.7,16.55,15.77,20.95,15.53,20.95,15.22,20.97,15.9,20.96
321,2018-12-04 10:09:22,00:07:24,524.57,63.87,26.19,516.89,417.15,388.26,120.02,97.01,64.75,61.08,482.46,397.56,367.61,327.51,117.19,98.57,85.15,51.34,422.17,375.3,356.26,335.23,142.0,86.52,60.24,469.15,383.67,362.85,316.93,106.17,72.78,55.54,37.48,347.73,295.55,45.71,15.78,16.28,321.59,44.47,3.18,1.7,0.69,-0.23,-0.59,-0.8,-0.78,2.97,-0.26,-0.46,14.52,9.35,3.91,2.23,4.66,14.9,15.75,20.94,15.54,20.96,15.22,20.95,15.88,20.94
322,2018-12-04 10:09:23,00:07:25,531.49,65.11,25.7,538.02,413.72,389.67,119.19,97.22,64.2,62.95,482.38,395.75,368.84,324.47,118.22,98.01,84.3,50.56,427.67,379.0,356.73,335.66,142.94,85.22,61.23,471.62,380.98,362.81,314.94,105.91,72.41,54.79,37.25,346.67,291.56,45.37,15.66,16.39,321.87,44.13,2.89,2.06,1.01,0.25,-0.69,-0.6,-0.82,6.5,3.26,3.11,12.9,7.87,4.71,0.32,3.7,14.9,15.73,20.94,15.54,20.96,15.23,20.97,15.84,20.96
323,2018-12-04 10:09:24,00:07:26,553.98,66.94,26.11,530.0,415.38,391.84,120.01,94.94,63.68,63.46,490.48,396.87,370.26,326.41,117.37,96.83,82.62,51.34,432.88,379.36,357.24,335.62,141.65,84.12,62.36,469.61,381.82,366.23,320.11,106.43,72.19,57.48,39.31,345.07,293.34,45.86,15.59,16.32,320.89,44.28,2.3,2.09,0.1,0.13,-0.61,-0.77,-0.82,2.98,0.07,-0.4,14.52,7.87,5.51,0.32,3.7,14.9,15.69,20.94,15.51,20.93,15.22,20.94,15.83,20.95
324,2018-12-04 10:09:25,00:07:27,512.24,67.08,26.67,535.01,416.89,394.51,122.55,94.82,62.76,63.02,478.28,398.89,371.85,325.56,116.21,96.9,82.72,51.18,439.63,381.24,359.23,336.31,141.49,83.9,62.25,494.56,381.49,366.8,323.21,112.99,72.04,55.49,37.58,346.24,297.72,45.81,15.66,16.36,321.58,43.46,2.93,2.25,0.25,-0.55,-0.63,-0.85,-0.63,2.5,-0.66,-0.82,12.9,9.35,3.11,4.15,3.7,13.26,15.69,20.96,15.48,20.92,15.21,20.96,15.79,20.95
325,2018-12-04 10:09:26,00:07:28,508.42,66.28,27.05,537.73,415.95,390.82,124.6,96.89,62.94,61.18,475.05,398.92,372.07,318.72,115.31,98.11,83.6,51.15,436.04,384.03,360.14,333.87,141.34,85.37,61.84,481.59,383.01,366.44,327.02,112.06,71.85,51.98,36.69,350.36,299.78,45.15,15.59,16.32,323.05,43.2,3.26,2.06,-0.32,-0.76,-0.85,-0.81,-0.9,4.46,1.59,1.08,17.75,6.39,3.91,2.23,3.7,16.55,15.66,20.94,15.46,20.94,15.22,20.93,15.76,20.94
326,2018-12-04 10:09:27,00:07:29,523.21,65.18,27.05,548.0,420.34,389.8,125.16,96.84,63.82,60.84,490.47,400.65,373.55,318.17,113.37,97.0,85.76,51.03,432.55,381.2,361.74,331.31,138.17,86.13,60.18,474.87,383.04,367.23,320.32,112.31,71.19,51.31,36.87,349.04,299.01,44.33,15.43,16.24,323.78,43.35,3.37,1.68,-0.36,-0.65,-0.66,-0.69,-0.86,2.7,-0.19,-0.62,14.52,9.35,3.91,-1.59,2.74,14.9,15.65,20.93,15.43,20.97,15.22,20.93,15.75,20.96
327,2018-12-04 10:09:28,00:07:30,511.81,64.26,27.61,554.06,418.95,388.36,127.75,95.12,64.01,61.81,490.66,401.38,372.55,323.3,112.27,97.23,83.13,50.37,425.36,380.7,361.68,335.15,139.27,87.02,60.01,463.0,381.02,367.39,318.75,110.62,71.34,49.1,35.83,349.54,298.3,44.84,15.54,16.08,321.83,43.3,3.25,1.66,0.51,-0.7,-0.65,-0.68,-0.74,3.91,0.8,0.7,16.13,6.39,2.3,-3.5,4.66,18.19,15.64,20.95,15.43,20.93,15.19,20.94,15.71,20.96
328,2018-12-04 10:09:29,00:07:31,523.76,64.59,27.43,572.07,418.26,391.91,126.18,91.59,64.23,62.69,480.87,398.46,373.27,316.27,113.57,96.31,82.87,48.86,420.97,382.4,364.44,335.95,139.05,87.46,58.58,472.52,380.19,369.64,321.87,109.54,71.6,50.77,35.35,350.24,300.33,45.4,15.62,16.16,323.37,43.9,2.98,2.12,0.57,0.23,-0.57,-0.77,-0.76,1.59,-1.1,-1.76,14.52,7.87,3.11,2.23,3.7,16.55,15.64,20.95,15.4,20.98,15.21,20.93,15.7,20.96
329,2018-12-04 10:09:30,00:07:32,502.1,65.42,27.3,566.81,417.11,393.83,124.8,90.24,64.42,64.42,505.0,400.56,372.19,312.39,116.92,96.83,82.44,48.94,417.7,383.17,365.32,337.49,140.15,89.49,58.58,464.7,380.26,367.87,320.37,111.59,73.62,52.77,34.04,348.58,301.37,45.38,15.56,16.33,323.86,43.58,2.91,1.92,0.69,-0.2,-0.67,-0.6,-0.79,4.55,1.71,1.17,16.13,7.87,2.3,2.23,2.74,16.55,15.65,20.94,15.39,20.91,15.2,20.95,15.7,20.96
330,2018-12-04 10:09:31,00:07:33,504.81,64.91,26.7,558.89,416.71,394.12,123.79,91.04,65.56,66.44,492.74,398.13,372.95,310.81,117.33,92.34,82.98,47.89,420.76,384.07,365.2,339.16,138.44,90.99,58.87,465.19,379.21,364.55,316.81,112.25,74.97,52.76,33.06,347.65,302.64,45.58,15.77,16.24,321.1,43.9,3.26,2.35,0.1,0.43,-0.73,-0.76,-0.72,1.25,-1.58,-2.21,14.52,9.35,3.91,2.23,4.66,16.55,15.65,20.94,15.38,20.96,15.19,20.95,15.72,20.95
331,2018-12-04 10:09:32,00:07:34,495.05,64.08,26.07,541.7,416.88,398.34,126.39,91.1,66.1,66.1,474.83,397.04,375.15,316.3,117.39,91.66,82.53,47.77,418.98,391.23,362.94,341.16,139.0,91.64,57.09,469.13,378.51,361.13,311.27,114.02,74.89,52.83,31.36,347.54,304.03,46.17,15.57,16.34,320.65,44.41,3.2,2.13,-0.37,-0.67,-0.7,-0.71,-0.64,1.41,-1.38,-1.98,14.52,7.87,3.91,-1.59,3.7,14.9,15.64,20.95,15.35,20.97,15.16,20.94,15.73,20.96
332,2018-12-04 10:09:33,00:07:35,496.13,63.34,25.58,553.55,417.93,393.82,127.9,92.29,66.06,64.52,478.68,411.2,377.55,321.36,115.5,91.04,81.91,47.96,418.48,385.95,361.82,338.5,139.76,91.65,57.1,454.89,377.53,360.0,313.62,110.76,73.58,55.38,30.73,345.25,303.49,46.18,15.66,16.27,318.02,43.75,3.15,1.93,-0.36,-0.67,-0.69,-0.77,-0.97,3.59,0.46,0.38,16.13,7.87,4.71,0.32,3.7,14.9,15.61,20.95,15.36,20.98,15.14,20.93,15.76,20.96
333,2018-12-04 10:09:34,00:07:36,511.67,62.45,24.89,556.92,415.7,390.24,131.58,94.24,66.5,62.83,487.29,419.2,377.91,320.81,113.79,90.2,82.91,48.11,429.68,386.93,361.31,336.31,140.1,90.14,57.58,462.89,377.79,356.0,307.46,109.61,73.83,56.78,31.93,344.73,302.97,46.51,15.57,16.19,318.35,42.18,2.89,2.1,-0.51,-0.68,-0.66,-0.81,-0.9,-0.9,-3.46,-4.03,12.9,9.35,4.71,0.32,3.7,14.9,15.6,20.95,15.37,20.94,15.14,20.93,15.82,20.95
334,2018-12-04 10:09:35,00:07:37,494.12,61.8,24.52,530.06,414.11,387.89,133.91,95.6,66.54,62.28,481.76,414.62,375.99,316.12,112.67,88.73,85.22,48.63,436.33,386.42,360.94,338.28,140.93,89.22,56.84,474.7,375.9,352.69,312.37,107.38,73.54,57.37,31.37,343.32,302.65,46.63,15.66,16.24,318.91,41.49,3.02,2.39,0.19,-0.37,-0.62,-0.7,-0.59,1.81,-0.94,-1.63,12.9,6.39,4.71,0.32,3.7,14.9,15.6,20.93,15.34,20.93,15.13,20.94,15.87,20.96
335,2018-12-04 10:09:36,00:07:38,484.52,61.09,24.32,517.19,417.03,386.98,135.52,97.73,66.24,61.39,479.43,411.12,375.91,317.73,113.34,87.22,84.62,48.81,435.17,384.31,360.32,338.02,142.58,89.92,57.64,488.57,374.19,351.45,314.35,108.19,73.17,57.91,31.13,341.93,303.86,46.96,15.54,16.35,320.77,41.63,3.43,2.04,-0.37,-0.53,-0.51,-0.8,-0.69,2.96,0.29,-0.41,14.52,7.87,3.91,0.32,3.7,13.26,15.6,20.97,15.32,20.96,15.13,20.95,15.9,20.96
336,2018-12-04 10:09:37,00:07:39,500.71,60.69,24.59,506.51,414.83,387.34,134.92,96.89,66.28,60.55,484.78,408.06,377.73,310.87,113.16,88.07,85.33,49.26,451.74,381.09,361.38,339.63,141.42,90.84,56.91,484.99,372.78,353.56,316.62,108.35,73.43,55.16,31.1,339.05,305.29,47.18,15.54,16.35,323.62,42.3,3.29,2.17,0.8,-0.46,-0.65,-0.75,-0.65,4.19,1.13,0.89,14.52,7.87,3.11,-1.59,3.7,16.55,15.59,20.94,15.3,20.99,15.13,20.95,15.92,20.96
337,2018-12-04 10:09:38,00:07:40,484.86,60.94,24.47,508.79,411.25,389.22,133.33,95.99,65.87,61.17,474.22,405.41,376.74,303.26,116.68,88.02,86.23,49.62,443.79,381.55,363.3,340.1,141.03,89.73,56.39,467.19,373.21,355.88,319.4,110.27,73.42,55.7,31.35,339.63,301.5,47.06,15.54,16.42,323.58,43.45,3.1,1.88,0.56,-0.54,-0.57,-0.69,-0.7,2.5,-0.18,-0.95,12.9,9.35,4.71,2.23,3.7,16.55,15.57,20.96,15.29,20.95,15.12,20.93,15.94,20.96
338,2018-12-04 10:09:39,00:07:41,479.69,66.04,24.05,492.2,411.75,388.49,130.96,95.1,65.86,61.53,474.03,404.69,375.83,307.48,119.66,90.26,87.66,49.61,444.22,385.46,367.11,336.15,142.91,88.25,55.39,474.47,374.73,359.48,321.0,110.67,72.09,53.63,31.54,341.08,306.31,46.47,15.54,16.5,322.27,42.55,3.14,2.17,0.22,-0.81,-0.57,-0.65,-0.56,3.41,0.67,0.07,16.13,9.35,3.91,-1.59,3.7,16.55,15.55,20.94,15.31,20.92,15.1,20.95,15.92,20.95
339,2018-12-04 10:09:40,00:07:42,526.78,70.19,23.83,505.67,411.72,391.03,131.57,96.77,65.8,61.72,462.01,402.31,374.56,311.6,118.58,90.7,88.51,49.25,431.29,386.59,367.4,333.78,143.49,85.72,55.87,474.33,377.23,360.72,305.32,110.6,71.47,49.75,31.51,343.45,306.42,45.95,15.61,16.46,321.17,40.58,3.3,1.94,-0.17,-0.47,-0.63,-0.62,-0.87,2.67,-0.17,-0.61,14.52,7.87,3.11,0.32,3.7,16.55,15.53,20.94,15.31,20.91,15.1,20.96,15.91,20.96
340,2018-12-04 10:09:41,00:07:43,492.16,72.1,23.45,526.15,409.95,385.6,132.24,96.36,65.17,61.57,465.89,404.76,376.34,311.19,116.05,88.68,88.66,48.62,420.56,385.43,364.79,333.56,144.77,83.67,56.2,473.4,380.71,360.76,303.81,108.71,70.78,47.87,30.98,345.32,306.68,45.4,15.62,16.46,317.62,40.33,2.88,2.08,1.2,0.23,-0.79,-0.81,-0.75,5.45,2.54,2.12,14.52,9.35,3.11,0.32,2.74,18.19,15.51,20.95,15.3,20.95,15.09,20.96,15.89,20.96
341,2018-12-04 10:09:42,00:07:44,481.71,72.42,23.1,531.91,411.11,386.21,132.81,96.77,64.51,61.2,486.63,407.47,378.41,316.03,115.71,87.06,88.29,46.84,432.94,383.62,361.12,331.99,145.57,84.07,56.46,476.34,380.86,362.1,310.9,108.41,70.85,48.39,30.49,346.77,307.67,46.43,15.46,16.5,317.51,40.58,2.74,2.01,0.84,-0.69,-0.73,-0.85,-0.8,4.06,1.05,0.76,14.52,6.39,2.3,0.32,3.7,14.9,15.51,20.94,15.3,20.99,15.1,20.95,15.85,20.96
342,2018-12-04 10:09:43,00:07:45,472.16,71.57,23.21,522.21,408.72,380.05,131.42,97.02,64.25,60.43,479.24,403.97,376.27,317.17,115.49,88.68,87.67,46.21,433.48,380.47,360.75,332.25,145.83,84.51,57.49,486.31,383.14,363.92,314.75,108.75,70.78,50.6,29.89,348.4,306.93,46.31,15.37,16.45,312.33,41.05,3.23,2.42,0.15,-0.5,-0.77,-0.8,-0.88,2.07,-0.69,-1.34,12.9,7.87,4.71,2.23,3.7,16.55,15.52,20.94,15.31,20.9,15.09,20.95,15.84,20.94
343,2018-12-04 10:09:45,00:07:46,507.28,72.35,23.03,519.84,408.15,381.46,130.4,96.54,64.55,60.4,479.64,404.8,375.25,316.03,115.23,90.59,88.91,46.1,439.8,377.42,364.32,337.43,147.27,85.39,58.38,492.22,382.35,365.3,320.46,110.15,70.96,48.83,32.07,351.13,304.24,46.24,15.26,16.41,312.29,39.08,3.15,2.12,-0.73,-0.46,-0.67,-0.71,-0.87,1.28,-1.3,-2.12,12.9,7.87,3.91,2.23,1.78,16.55,15.54,20.95,15.31,20.92,15.09,20.96,15.79,20.96
344,2018-12-04 10:09:46,00:07:47,499.77,72.8,22.85,509.79,408.25,382.69,131.07,97.72,64.36,60.9,468.72,404.65,373.8,313.43,114.96,90.66,90.12,46.02,440.77,383.76,367.33,335.97,147.07,84.8,57.01,474.25,379.33,362.46,323.89,112.97,70.44,48.42,34.43,351.5,305.83,45.91,15.42,16.34,312.55,39.49,2.92,2.22,-0.53,-0.2,-0.7,-0.75,-0.88,1.33,-1.42,-2.47,16.13,6.39,3.11,0.32,3.7,16.55,15.56,20.95,15.34,20.95,15.07,20.95,15.77,20.95
