Time,Timestamp,Elapsed Time,Heat Release Rate,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 0.75 m Below Lintel,Quadrant C Temperature 0.6 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-110,2018-12-06 12:00:11,00:00:11,0.0,18.3,13.46,12.27,10.86,9.97,9.88,9.37,8.6,18.19,14.03,12.13,10.97,10.51,10.14,9.53,8.98,18.86,14.82,11.8,11.31,10.48,8.9,8.19,19.24,14.78,12.76,11.46,10.92,11.01,9.75,6.96,10.29,5.61,4.4,4.75,4.68,13.72,10.72,10.02,7.54,11.72,0.08,-0.32,-0.45,-0.47,-0.38,-0.27,-0.38,0.5,0.63,-0.1,-0.01,-0.03,-0.55,-2.4,0.58,-2.36,-0.07,-2.26,20.95,20.94,20.94,20.92,20.95,20.95,20.95,20.95
-109,2018-12-06 12:00:12,00:00:12,0.0,18.22,13.26,12.38,11.05,9.93,9.76,9.33,8.67,18.14,13.91,12.13,10.97,10.47,10.13,9.52,9.17,19.08,14.97,12.44,11.34,10.82,9.04,8.3,19.27,14.85,12.87,11.57,10.92,10.89,9.74,6.84,10.2,5.63,4.43,4.82,4.63,13.79,10.86,9.93,7.64,11.98,0.22,-0.32,-0.28,-0.5,-0.42,-0.2,-0.32,0.52,0.57,0.09,0.13,-0.03,-0.55,-4.05,-0.22,1.46,1.84,0.7,20.94,20.95,20.95,20.93,20.96,20.96,20.95,20.93
-108,2018-12-06 12:00:13,00:00:13,0.0,18.32,13.41,12.18,11.16,9.85,9.75,9.47,8.67,18.21,14.25,12.31,11.12,10.39,10.28,9.44,9.12,19.08,15.0,12.36,11.26,10.82,9.23,8.25,19.23,14.54,12.82,11.41,10.91,10.96,9.89,7.48,10.13,5.64,4.47,4.82,4.59,13.72,10.75,9.94,7.61,12.02,0.32,-0.15,-0.3,-0.53,-0.37,0.25,-0.26,0.36,0.58,-0.02,-0.0,-0.03,-2.16,0.89,0.58,-2.36,0.89,-0.78,20.94,20.95,20.96,20.92,20.95,20.94,20.96,20.95
-107,2018-12-06 12:00:14,00:00:14,0.0,18.15,13.46,12.23,10.94,9.78,9.73,9.37,8.72,18.15,14.11,12.36,11.13,10.28,10.26,9.53,9.17,19.7,15.39,11.84,11.16,10.68,9.43,8.23,19.24,14.59,12.95,11.5,10.92,10.93,9.71,7.23,10.13,5.79,4.47,4.63,4.67,13.57,10.67,9.82,7.72,11.98,0.38,-0.1,-0.47,-0.52,-0.23,-0.29,-0.09,0.32,0.5,0.08,0.16,0.03,-2.16,-0.75,0.58,1.46,1.84,-0.78,20.93,20.94,20.95,20.96,20.94,20.95,20.95,20.95
-106,2018-12-06 12:00:15,00:00:15,0.0,18.13,13.45,12.22,11.27,9.92,9.68,9.28,8.74,18.1,14.21,12.31,11.23,10.27,10.43,9.48,8.97,19.08,15.0,12.63,11.37,10.93,9.34,8.02,19.15,14.81,12.82,11.41,10.95,11.11,9.85,7.41,10.12,5.67,4.89,5.01,4.97,13.6,10.67,9.82,8.02,12.21,0.22,-0.38,-0.4,-0.48,-0.37,-0.36,-0.3,0.28,0.48,-0.03,0.03,0.03,-2.16,-2.4,0.58,3.37,-1.03,-0.78,20.93,20.96,20.96,20.94,20.95,20.95,20.95,20.95
-105,2018-12-06 12:00:16,00:00:16,0.0,18.22,13.57,12.3,11.12,9.81,9.61,9.33,8.71,18.03,14.14,12.24,11.24,10.24,10.25,9.44,9.09,19.16,14.93,12.71,11.3,10.98,9.39,7.88,19.16,14.89,12.94,11.45,10.76,11.0,9.67,7.6,10.17,5.79,4.97,5.21,5.13,13.87,11.09,10.21,8.56,12.79,0.35,-0.4,-0.45,-0.54,-0.11,-0.32,-0.17,0.33,0.44,0.08,0.15,0.06,-0.55,-0.75,1.39,-0.45,-0.07,0.7,20.95,20.96,20.96,20.96,20.95,20.95,20.95,20.95
-104,2018-12-06 12:00:17,00:00:17,0.0,18.25,13.45,12.3,11.12,9.73,9.56,9.28,8.71,17.95,14.21,12.27,11.04,10.16,10.28,9.48,9.09,18.96,14.73,12.48,11.11,10.86,9.0,7.6,18.81,14.39,12.52,11.03,10.41,10.5,9.35,7.41,10.35,5.86,4.65,4.97,4.74,14.51,11.77,10.58,8.44,12.62,-0.07,-0.41,-0.44,-0.52,-0.37,-0.25,-0.3,0.22,0.22,0.18,-0.03,-0.01,1.07,0.89,-1.02,3.37,0.89,-0.78,20.95,20.95,20.93,20.98,20.96,20.95,20.95,20.94
-103,2018-12-06 12:00:18,00:00:18,0.0,18.22,13.57,12.34,11.12,9.77,9.61,9.33,8.79,17.84,14.14,12.2,11.01,10.2,10.33,9.63,8.98,18.74,14.74,12.21,10.96,10.71,8.7,7.23,18.7,14.13,12.25,10.8,10.04,10.2,9.17,7.37,10.17,5.84,4.59,4.79,4.68,13.95,11.44,9.91,7.99,12.26,0.24,-0.32,-0.34,-0.46,-0.11,-0.42,-0.3,0.19,0.3,0.12,0.12,0.14,1.07,2.54,0.58,-0.45,-1.03,0.7,20.94,20.94,20.94,20.91,20.96,20.95,20.96,20.94
-102,2018-12-06 12:00:19,00:00:19,0.0,18.13,13.52,12.37,11.12,9.81,9.56,9.32,8.74,17.95,14.02,12.12,10.89,10.08,10.21,9.59,9.01,18.24,14.24,11.75,10.42,10.17,8.2,6.76,18.17,13.66,11.75,10.23,9.8,9.93,9.01,6.87,10.21,5.68,4.28,4.56,4.29,13.18,10.98,8.87,6.69,11.11,0.24,-0.43,-0.45,-0.54,0.09,-0.43,-0.14,-0.24,0.19,-0.07,-0.06,0.02,1.07,0.89,-0.22,1.46,0.89,-2.26,20.94,20.95,20.95,20.97,20.94,20.95,20.96,20.95
-101,2018-12-06 12:00:20,00:00:20,0.0,18.14,13.41,12.3,11.12,9.74,9.64,9.29,8.64,17.8,13.91,12.09,10.85,10.12,10.1,9.67,8.75,18.02,14.02,11.79,10.54,10.4,8.55,7.38,18.74,14.24,12.37,10.92,10.3,10.54,9.21,7.3,10.0,5.67,4.08,4.28,3.93,13.06,10.66,8.93,7.29,11.44,0.16,-0.55,-0.41,-0.51,-0.46,0.27,-0.17,-0.27,0.19,0.25,0.19,0.27,-0.55,0.89,-0.22,1.46,-0.07,-2.26,20.96,20.96,20.96,21.0,20.96,20.95,20.96,20.95
-100,2018-12-06 12:00:21,00:00:21,0.0,18.17,13.55,12.37,11.07,9.76,9.59,9.39,8.66,17.94,14.05,12.11,10.77,10.23,10.09,9.59,8.7,18.69,14.42,12.13,11.06,10.74,8.92,8.06,19.19,14.84,12.66,11.4,10.83,11.14,9.27,7.63,10.2,5.78,4.04,4.05,3.97,13.33,10.89,9.35,7.94,11.67,-0.24,-0.43,-0.48,-0.57,-0.15,-0.2,-0.2,-0.38,-0.28,0.25,0.19,0.27,-2.16,0.89,0.58,1.46,-1.03,-0.78,20.94,20.97,20.97,20.98,20.94,20.95,20.95,20.95
-99,2018-12-06 12:00:22,00:00:22,0.0,18.25,13.49,12.34,11.05,9.81,9.68,9.29,8.79,17.95,14.03,12.01,10.89,10.2,10.13,9.71,8.79,17.98,13.98,11.64,10.54,10.48,8.51,7.45,18.74,14.24,12.25,10.84,10.3,10.43,8.67,6.46,9.93,5.83,4.16,4.24,3.98,12.87,10.44,9.05,7.33,11.41,-0.28,-0.37,-0.45,-0.58,-0.29,-0.23,-0.22,-0.2,0.16,0.06,0.03,0.05,1.07,2.54,-1.02,-0.45,1.84,-0.78,20.96,20.96,20.96,20.94,20.94,20.95,20.95,20.95
-98,2018-12-06 12:00:23,00:00:23,0.0,18.13,13.48,12.3,11.0,9.92,9.68,9.36,8.82,17.99,14.14,12.12,10.96,10.16,10.13,9.59,8.78,18.47,14.62,12.06,10.92,10.66,8.73,7.83,19.0,14.69,12.44,11.1,10.68,11.0,9.2,7.1,10.12,5.9,4.15,4.01,3.93,13.13,10.74,9.32,7.59,11.51,-0.28,-0.49,-0.48,-0.48,-0.27,-0.2,-0.26,-0.32,-0.16,-0.0,0.06,0.15,-0.55,-0.75,-0.22,-2.36,-1.03,2.18,20.95,20.96,20.96,20.93,20.95,20.94,20.96,20.96
-97,2018-12-06 12:00:24,00:00:24,0.0,18.25,13.37,12.41,11.08,9.92,9.6,9.28,8.78,17.87,14.06,12.12,10.92,10.23,9.94,9.71,8.59,19.0,14.92,12.55,11.53,11.2,9.42,8.56,19.76,15.23,13.01,11.87,11.1,11.42,9.7,7.48,10.12,5.86,4.27,4.24,4.05,13.44,10.81,9.55,7.9,11.63,-0.28,-0.32,-0.47,-0.45,-0.37,0.15,-0.17,-0.22,-0.36,0.01,-0.08,-0.06,1.07,0.89,0.58,-0.45,-1.99,-0.78,20.94,20.94,20.96,20.93,20.96,20.96,20.96,20.95
-96,2018-12-06 12:00:25,00:00:25,0.0,18.17,13.48,12.3,10.93,9.88,9.6,9.32,8.74,17.83,14.1,12.04,11.08,10.27,10.13,9.63,8.67,19.38,15.34,12.93,11.6,11.16,9.46,8.48,19.57,15.04,12.94,11.56,10.95,11.15,9.7,7.56,10.0,6.01,4.46,4.47,4.43,13.4,11.39,9.58,8.09,11.71,0.08,-0.25,-0.46,-0.44,-0.29,0.2,-0.09,-0.28,-0.45,-0.1,-0.1,-0.08,-0.55,-0.75,0.58,1.46,-1.03,-0.78,20.94,20.96,20.96,20.95,20.95,20.95,20.95,20.96
-95,2018-12-06 12:00:26,00:00:26,0.0,18.17,13.45,12.3,10.85,9.92,9.52,9.24,8.74,17.83,13.98,12.0,11.0,10.35,10.09,9.51,8.78,19.23,15.23,12.67,11.49,11.05,9.38,8.37,19.5,14.96,12.78,11.53,10.76,11.0,9.51,7.41,9.93,6.09,4.77,4.66,4.54,13.52,11.2,9.7,8.32,11.78,-0.07,-0.27,-0.41,-0.36,-0.31,0.18,0.18,-0.46,-0.54,-0.38,-0.2,-0.22,1.07,0.89,0.58,1.46,0.89,0.7,20.96,20.96,20.95,20.95,20.97,20.94,20.95,20.94
-94,2018-12-06 12:00:27,00:00:27,0.0,18.13,13.48,12.21,10.77,9.84,9.52,9.28,8.74,17.68,13.86,12.04,11.07,10.3,10.09,9.59,8.81,19.0,14.96,12.32,11.22,10.66,8.96,7.98,19.22,14.84,12.7,11.4,10.71,10.76,9.2,7.06,10.04,6.16,4.92,4.74,4.74,13.63,11.08,9.78,8.44,11.94,-0.07,0.1,-0.37,-0.4,0.28,-0.3,-0.14,-0.42,-0.51,-0.04,-0.1,-0.21,1.07,2.54,0.58,-0.45,-1.03,-0.78,20.95,20.94,20.96,20.98,20.96,20.95,20.95,20.95
-93,2018-12-06 12:00:28,00:00:28,0.0,18.12,13.43,12.32,10.92,9.83,9.55,9.23,8.85,17.71,13.74,11.84,10.99,10.3,10.12,9.43,8.81,18.95,14.72,12.24,11.17,10.5,8.87,7.74,19.14,14.72,12.54,11.25,10.48,10.68,9.04,7.36,10.04,6.24,4.91,4.54,4.77,13.74,11.0,9.81,8.47,11.74,-0.19,-0.32,-0.37,0.05,-0.31,0.15,-0.14,-0.49,-0.49,-0.18,-0.31,0.04,1.07,-0.75,-0.22,-0.45,-0.07,2.18,20.96,20.95,20.95,20.99,20.95,20.94,20.96,20.95
-92,2018-12-06 12:00:29,00:00:29,0.0,18.17,13.41,12.3,10.89,9.96,9.52,9.36,8.82,17.64,13.68,11.78,11.12,10.35,10.05,9.29,8.59,18.73,14.73,12.25,11.22,10.59,8.92,7.83,19.12,14.81,12.63,11.3,10.6,10.73,9.09,7.25,10.03,6.15,4.87,4.88,4.76,13.85,11.26,9.84,8.46,11.81,-0.28,-0.46,-0.36,-0.35,0.2,-0.2,0.11,-0.51,-0.54,-0.36,-0.31,-0.27,-0.55,-0.75,0.58,-0.45,-0.07,0.7,20.93,20.96,20.95,20.97,20.95,20.95,20.95,20.95
-91,2018-12-06 12:00:30,00:00:30,0.0,18.12,13.51,12.28,10.72,9.87,9.55,9.42,8.92,17.75,13.59,11.96,11.1,10.37,10.08,9.35,8.5,18.91,14.76,12.24,11.21,10.58,8.95,7.94,19.18,14.57,12.43,11.36,10.67,10.64,9.23,7.24,9.97,6.51,5.04,4.78,4.77,13.94,11.27,9.7,8.63,11.78,-0.44,-0.4,-0.37,-0.32,0.26,-0.25,-0.09,-0.52,-0.62,-0.34,-0.36,-0.25,-2.16,2.54,-0.22,1.46,-1.03,-0.78,20.95,20.95,20.95,20.97,20.96,20.94,20.96,20.96
-90,2018-12-06 12:00:31,00:00:31,0.0,18.08,13.35,12.24,10.57,9.87,9.62,9.38,8.88,17.89,13.55,12.03,11.18,10.48,10.0,9.38,8.38,18.79,14.6,12.23,11.09,10.46,8.91,7.85,19.1,14.68,12.42,11.43,10.66,10.67,9.26,7.35,9.93,6.36,5.23,4.93,4.82,13.94,11.24,9.7,8.4,11.71,-0.35,-0.43,-0.24,-0.28,-0.25,0.29,0.21,-0.49,-0.56,-0.11,-0.16,-0.06,-0.55,2.54,-0.22,1.46,-0.07,-0.78,20.96,20.96,20.94,20.9,20.96,20.93,20.96,20.95
-89,2018-12-06 12:00:32,00:00:32,0.0,18.19,13.43,12.28,10.6,9.79,9.7,9.3,8.73,18.04,13.47,11.99,11.25,10.48,10.07,9.27,8.53,18.83,14.64,12.19,11.13,10.61,8.75,7.81,19.14,14.64,12.42,11.32,10.66,10.75,9.38,7.47,9.81,6.51,5.34,5.16,4.89,14.16,11.39,9.74,8.55,11.67,-0.38,-0.37,-0.37,-0.28,0.09,-0.14,0.25,-0.5,-0.51,-0.0,-0.09,0.08,-0.55,0.89,-0.22,-0.45,-0.07,0.7,20.94,20.96,20.95,20.96,20.96,20.96,20.95,20.95
-88,2018-12-06 12:00:33,00:00:33,0.0,18.05,13.48,12.37,10.58,9.84,9.75,9.35,8.7,17.94,13.6,12.0,11.26,10.5,10.05,9.43,8.55,18.92,14.77,12.28,11.02,10.62,8.69,7.75,19.15,14.69,12.43,11.33,10.48,10.84,9.54,7.67,9.99,6.53,5.44,5.06,5.06,13.92,11.29,9.72,8.61,11.69,-0.3,-0.42,-0.21,-0.38,0.43,-0.2,0.18,-0.5,-0.59,-0.01,-0.06,-0.07,1.07,-0.75,-0.22,-2.36,-1.03,-0.78,20.95,20.94,20.96,20.93,20.96,20.93,20.95,20.95
-87,2018-12-06 12:00:34,00:00:34,0.0,18.17,13.4,12.25,10.54,9.8,9.59,9.32,8.59,17.94,13.56,12.0,11.3,10.57,10.24,9.28,8.58,18.84,14.77,12.32,11.14,10.62,8.53,7.79,19.22,14.69,12.32,11.29,10.64,10.76,9.54,7.82,10.04,6.55,5.42,5.0,5.04,14.24,11.2,6.6,5.37,8.99,-0.24,-0.38,-0.36,-0.2,-0.23,0.32,0.21,-0.53,-0.58,-0.0,-0.16,0.13,1.07,0.89,0.58,1.46,-1.99,-0.78,20.96,20.94,20.93,20.94,20.95,20.93,20.96,20.95
-86,2018-12-06 12:00:35,00:00:35,0.0,18.12,13.32,12.28,10.49,9.76,9.63,9.39,8.58,17.97,13.63,11.96,11.14,10.53,10.19,9.24,8.65,18.8,14.72,12.31,11.06,10.65,8.3,7.59,19.22,14.8,12.43,11.25,10.71,10.76,9.57,7.86,10.08,6.43,5.34,5.0,5.23,12.1,9.55,8.01,6.82,10.13,-0.3,-0.32,-0.26,-0.17,-0.37,0.27,0.23,-0.5,-0.55,-0.22,-0.24,0.12,-0.55,-2.4,-0.22,-2.36,-0.07,-0.78,20.97,20.94,20.95,20.9,20.96,20.95,20.95,20.95
