Time,Timestamp,Elapsed Time,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 0.75 m Below Lintel,Quadrant C Temperature 0.6 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-110,2018-12-03 15:22:25,00:00:10,19.23,14.92,13.51,12.14,11.37,11.16,10.77,10.27,18.85,14.47,13.79,12.67,11.98,10.66,10.12,10.23,19.6,16.17,13.54,12.78,12.15,11.09,10.27,20.1,16.36,14.26,12.97,12.12,11.6,10.57,9.62,12.06,7.91,6.9,7.1,6.94,14.27,13.32,10.8,9.8,13.49,-0.49,-0.3,0.02,-0.21,-0.21,0.23,-0.17,-0.39,-0.32,0.07,0.0,-0.12,1.38,-0.22,-0.06,1.94,0.1,0.73,20.97,20.93,20.95,20.98,20.95,20.96,20.96
-109,2018-12-03 15:22:26,00:00:11,19.12,14.81,13.47,11.91,11.4,11.08,10.69,10.34,18.89,14.36,13.83,12.71,11.91,10.81,10.23,10.11,19.45,16.14,13.31,12.55,11.96,10.83,10.04,19.91,16.21,14.03,12.7,12.01,11.52,10.42,9.77,11.9,7.99,7.09,7.1,6.98,14.27,13.48,10.83,9.72,13.45,-0.41,-0.12,-0.29,-0.39,-0.36,0.27,0.15,-0.44,0.21,-0.09,-0.15,-0.07,-0.23,-0.22,-0.06,3.85,1.06,-0.75,20.96,20.97,20.95,20.95,20.95,20.96,20.95
-108,2018-12-03 15:22:27,00:00:12,19.15,14.77,13.39,11.94,11.21,11.04,10.65,10.3,18.85,14.43,13.79,12.63,11.82,10.84,10.11,9.99,19.18,15.9,13.07,12.32,11.76,10.78,10.0,19.86,16.13,13.91,12.5,11.97,11.52,10.45,9.73,11.98,7.91,7.09,6.98,7.06,14.27,13.67,10.87,9.88,13.45,-0.37,0.08,-0.25,-0.26,-0.12,-0.25,0.15,-0.43,-0.46,0.06,-0.2,-0.12,-0.23,1.42,-0.06,1.94,-0.86,-0.75,20.95,20.94,20.95,20.94,20.95,20.96,20.96
-107,2018-12-03 15:22:28,00:00:13,19.15,14.77,13.4,12.03,11.29,11.04,10.73,10.3,18.81,14.36,13.87,12.83,11.98,10.96,10.23,9.96,19.22,15.91,13.0,12.13,11.54,10.6,9.85,19.79,16.09,14.0,12.62,11.9,11.52,10.49,9.73,11.86,7.98,7.12,7.09,7.09,14.38,13.74,10.83,9.91,13.48,-0.2,-0.51,0.15,0.13,0.08,-0.28,0.26,-0.45,-0.31,0.26,0.19,0.12,3.0,-0.22,-0.06,-1.88,0.1,0.73,20.96,20.94,20.94,20.96,20.94,20.95,20.95
-106,2018-12-03 15:22:29,00:00:14,19.19,14.77,13.39,11.91,11.21,11.04,10.72,10.22,18.66,14.05,13.59,12.59,12.02,11.07,10.11,9.88,19.14,15.83,13.07,12.32,11.61,10.82,9.85,19.67,16.01,13.88,12.58,11.93,11.56,10.64,9.92,11.83,8.07,7.17,7.14,7.18,14.42,13.6,10.88,9.85,13.49,-0.25,-0.49,-0.23,0.24,-0.16,0.18,-0.13,-0.47,-0.45,-0.15,-0.29,-0.26,3.0,-1.87,-0.06,3.85,-0.86,0.73,20.96,20.95,20.95,20.99,20.94,20.96,20.95
-105,2018-12-03 15:22:30,00:00:15,19.11,14.61,13.35,12.02,11.21,11.19,10.84,10.26,18.62,14.09,13.63,12.78,12.05,11.11,10.04,9.95,19.14,15.79,13.0,12.09,11.68,10.78,9.85,19.71,16.09,13.95,12.54,11.89,11.56,10.68,9.61,11.71,8.1,7.16,7.32,7.25,14.72,14.04,10.87,9.87,13.37,-0.29,-0.35,0.23,-0.11,-0.19,0.05,0.15,-0.37,-0.52,0.13,0.1,0.15,1.38,-1.87,-0.06,1.94,-0.86,2.21,20.95,20.96,20.95,20.94,20.95,20.96,20.97
-104,2018-12-03 15:22:31,00:00:16,19.15,14.61,13.31,11.91,11.32,11.12,10.8,10.3,18.39,14.24,13.67,12.74,12.17,11.15,10.07,9.91,19.06,15.86,13.04,12.2,11.68,10.82,9.81,19.71,16.05,14.03,12.62,12.04,11.59,10.68,9.61,11.61,8.23,7.33,7.19,7.34,14.66,14.1,10.65,9.77,13.35,-0.35,-0.45,0.25,0.28,-0.12,0.05,0.18,-0.46,-0.57,0.1,0.17,-0.06,-1.85,-1.87,-0.86,1.94,1.06,-0.75,20.95,20.94,20.95,20.94,20.94,20.96,20.95
-103,2018-12-03 15:22:32,00:00:17,19.15,14.62,13.4,11.91,11.33,11.16,10.69,10.19,18.36,14.17,13.64,12.83,12.14,11.19,9.93,10.0,19.26,15.91,13.12,12.24,11.73,10.79,9.89,19.75,16.09,13.92,12.66,11.93,11.48,10.76,9.66,11.64,8.22,7.33,7.18,7.49,14.5,13.98,10.53,9.88,13.49,-0.29,-0.24,0.23,0.17,0.24,0.15,0.18,-0.4,-0.54,0.11,0.12,0.08,-1.85,-0.22,-0.86,0.03,1.06,-0.75,20.96,20.96,20.95,20.94,20.94,20.95,20.97
-102,2018-12-03 15:22:33,00:00:18,19.15,14.62,13.47,11.99,11.37,11.27,10.84,10.27,18.51,14.24,13.64,12.86,12.29,11.27,10.0,10.0,19.3,15.79,13.04,12.24,11.65,10.86,10.0,19.79,16.06,13.92,12.66,12.12,11.71,10.95,9.69,11.56,8.33,7.4,7.4,7.48,14.76,13.7,10.68,9.84,13.34,-0.29,-0.44,0.23,0.2,0.19,0.23,0.38,-0.46,-0.49,0.29,0.33,0.15,-0.23,-0.22,1.54,1.94,1.06,-0.75,20.96,20.95,20.95,20.99,20.94,20.96,20.95
-101,2018-12-03 15:22:34,00:00:19,19.03,14.73,13.5,12.02,11.48,11.31,10.88,10.34,18.47,14.39,13.59,13.05,12.32,11.42,10.15,10.03,19.18,15.75,13.23,12.2,11.72,10.9,9.85,19.75,16.05,14.11,12.77,12.12,11.63,10.99,9.38,11.75,8.3,7.4,7.4,7.37,14.65,13.74,10.68,9.5,12.04,-0.45,-0.39,0.29,0.2,0.28,-0.2,0.23,-0.44,-0.53,-0.05,-0.23,-0.26,-3.46,1.42,0.74,0.03,0.1,0.73,20.97,20.94,20.95,20.94,20.96,20.95,20.94
-100,2018-12-03 15:22:35,00:00:20,19.23,14.58,13.55,11.95,11.44,11.39,10.88,10.15,18.62,14.51,13.64,12.94,12.4,11.42,10.23,10.03,19.26,15.79,13.16,12.24,11.73,10.83,9.97,19.94,16.02,14.19,12.74,12.09,11.75,10.95,9.43,11.71,8.14,7.59,7.29,7.44,12.63,10.88,8.69,7.93,11.39,-0.29,-0.16,0.15,0.32,0.3,0.11,0.21,-0.47,-0.56,-0.12,-0.24,-0.11,-1.85,1.42,-0.06,-1.88,0.1,0.73,20.97,20.95,20.95,20.96,20.96,20.95,20.96
-99,2018-12-03 15:22:36,00:00:21,19.23,14.85,13.55,11.99,11.37,11.43,10.8,10.15,18.66,14.7,13.6,12.83,12.36,11.57,10.16,10.07,19.11,15.83,13.19,12.13,11.65,10.86,10.0,19.83,16.02,14.07,12.59,12.01,11.83,10.99,9.54,11.94,8.45,7.28,7.25,7.4,13.31,12.33,10.11,9.61,13.34,-0.35,0.16,0.35,0.38,-0.28,0.38,0.31,-0.37,-0.57,0.06,-0.04,0.2,1.38,-0.22,-0.06,-3.79,1.06,-0.75,20.97,20.95,20.95,21.01,20.95,20.95,20.95
-98,2018-12-03 15:22:37,00:00:22,19.08,14.73,13.4,12.14,11.21,11.31,10.8,10.11,18.78,14.82,13.71,12.9,12.29,11.54,10.23,10.03,19.15,15.68,13.19,12.05,11.65,10.86,9.97,19.83,16.06,14.15,12.62,11.97,11.68,11.07,9.5,12.25,8.65,7.52,7.41,7.33,14.73,13.79,10.69,9.69,13.15,-0.32,0.19,0.38,0.3,0.33,-0.09,0.18,-0.37,-0.6,0.13,0.13,0.16,-0.23,-1.87,0.74,5.76,1.06,0.73,20.96,20.94,20.95,20.93,20.96,20.95,20.96
-97,2018-12-03 15:22:38,00:00:23,19.18,14.88,13.46,12.09,11.2,11.45,10.75,10.1,18.88,14.92,13.67,12.82,12.35,11.41,10.26,9.99,19.1,15.52,13.45,12.58,12.02,11.27,10.3,20.16,16.35,14.33,13.07,12.3,12.08,11.44,9.38,12.21,8.38,7.48,7.45,7.49,15.34,14.66,12.75,11.49,14.68,-0.37,0.28,0.21,0.5,0.33,-0.09,0.21,-0.44,-0.54,0.18,0.24,0.02,-0.23,3.07,-0.06,0.03,1.06,-0.75,20.98,20.93,20.95,20.93,20.94,20.95,20.96
-96,2018-12-03 15:22:39,00:00:24,19.15,14.92,13.47,12.14,11.25,11.35,10.77,10.27,18.93,14.97,13.71,12.86,12.29,11.46,10.16,9.96,19.15,15.56,13.27,11.98,11.69,10.86,9.97,19.91,15.87,14.0,12.7,12.12,11.79,11.34,8.89,11.79,8.56,7.4,7.48,7.37,12.93,10.65,8.58,7.93,11.39,-0.29,-0.31,0.31,0.28,-0.21,0.34,-0.28,-0.45,-0.51,-0.02,-0.06,0.09,-0.23,1.42,1.54,0.03,-0.86,-0.75,20.96,20.95,20.95,20.98,20.96,20.95,20.97
-95,2018-12-03 15:22:40,00:00:25,19.15,14.89,13.47,12.37,11.37,11.35,10.73,10.23,18.97,14.97,13.87,12.98,12.29,11.54,10.23,9.88,19.18,15.53,13.38,12.09,11.65,10.79,10.0,19.83,15.87,14.11,12.59,12.01,11.87,11.26,8.85,11.86,8.44,7.51,7.44,7.32,13.27,12.06,9.95,9.3,12.83,-0.32,0.28,0.25,0.3,0.08,0.27,-0.17,-0.46,-0.59,0.09,-0.01,0.16,-0.23,-0.22,0.74,1.94,0.1,-0.75,20.96,20.96,20.95,20.98,20.95,20.95,20.97
-94,2018-12-03 15:22:41,00:00:26,19.23,15.0,13.43,12.37,11.14,11.35,10.8,10.15,19.04,15.12,13.94,12.86,12.21,11.61,10.31,9.92,19.22,15.49,13.35,12.21,11.65,10.9,9.93,19.91,15.94,14.07,12.7,12.24,12.17,11.53,9.2,12.26,8.46,7.6,7.45,7.34,14.81,13.6,11.04,10.04,13.61,-0.23,0.43,0.37,0.33,0.16,0.29,-0.13,-0.45,-0.52,0.09,0.11,0.02,1.38,1.42,0.74,-1.88,0.1,0.73,20.94,20.95,20.95,20.98,20.95,20.95,20.95
-93,2018-12-03 15:22:42,00:00:27,19.26,14.96,13.43,12.4,11.13,11.38,10.72,10.15,18.96,15.19,13.98,12.86,12.24,11.38,10.42,9.91,19.06,15.6,13.84,12.51,12.03,11.36,10.34,20.24,16.28,14.45,12.96,12.46,12.24,11.37,9.08,12.1,8.53,7.56,7.41,7.41,15.45,14.78,12.56,11.41,14.6,0.15,0.52,0.36,0.47,0.13,0.21,-0.13,-0.45,-0.55,0.04,0.13,0.05,-0.23,3.07,-0.86,0.03,-1.82,0.73,20.97,20.95,20.95,20.99,20.94,20.94,20.97
-92,2018-12-03 15:22:43,00:00:28,19.12,15.01,13.59,12.45,11.26,11.32,10.85,10.12,18.74,15.09,13.91,12.87,12.18,11.43,10.43,9.96,19.45,15.76,13.62,12.4,11.85,11.02,10.2,19.95,16.06,14.23,12.78,12.24,11.91,11.15,8.71,12.48,8.72,7.32,7.6,7.52,15.6,14.96,11.75,10.64,13.79,0.23,0.59,0.41,0.42,-0.26,0.34,-0.26,-0.48,-0.57,-0.18,-0.17,-0.23,1.38,-1.87,-0.06,0.03,-0.86,0.73,20.95,20.94,20.94,20.93,20.94,20.96,20.95
-91,2018-12-03 15:22:44,00:00:29,19.16,14.97,13.44,12.53,11.26,11.43,10.73,10.31,18.9,15.01,13.91,12.87,12.26,11.24,10.51,9.89,19.3,15.53,13.5,12.36,11.62,11.02,10.2,20.06,16.1,14.15,12.71,12.17,11.72,10.96,8.59,12.49,8.77,7.37,7.53,7.57,14.2,14.1,11.49,10.39,13.65,0.11,0.57,0.34,0.32,0.42,0.21,0.05,-0.43,-0.4,0.1,0.05,-0.07,-1.85,-0.22,-0.86,1.94,0.1,-0.75,20.95,20.94,20.96,20.99,20.95,20.95,20.96
-90,2018-12-03 15:22:45,00:00:30,19.15,14.96,13.62,12.45,11.29,11.35,10.88,10.3,18.89,15.04,13.98,12.75,12.21,11.23,10.62,9.81,18.96,15.26,13.19,11.94,11.31,10.67,9.62,19.53,15.56,13.65,12.4,11.93,11.68,10.76,8.39,12.33,8.38,7.36,7.29,7.26,13.78,13.98,11.18,10.07,13.46,0.29,0.42,0.31,0.44,0.26,0.36,-0.22,-0.4,-0.34,0.11,0.02,0.01,-0.23,-0.22,0.74,-1.88,-0.86,-0.75,20.97,20.96,20.94,20.98,20.96,20.95,20.95
-89,2018-12-03 15:22:46,00:00:31,19.22,15.07,13.54,12.52,11.51,11.31,10.91,10.45,18.85,15.08,13.82,12.78,12.02,11.22,10.46,9.88,18.91,15.14,12.81,11.97,11.22,10.29,9.77,19.44,15.56,13.8,12.35,11.7,11.48,10.95,8.27,12.29,8.3,7.4,7.1,7.33,14.08,14.89,11.45,10.11,13.53,0.21,0.48,0.34,0.53,0.32,0.29,-0.13,-0.29,-0.46,-0.05,-0.01,-0.11,1.38,1.42,-0.06,-1.88,-0.86,0.73,20.96,20.95,20.94,20.94,20.95,20.95,20.97
-88,2018-12-03 15:22:47,00:00:32,19.19,15.15,13.73,12.52,11.63,11.34,10.72,10.37,18.81,14.89,13.82,12.44,11.98,10.99,10.53,9.72,19.03,15.03,12.73,12.12,11.15,10.36,9.81,19.63,15.75,13.76,12.43,11.97,11.63,10.83,8.27,12.07,8.12,7.29,7.26,7.26,13.78,14.21,11.53,10.04,13.42,0.29,0.63,0.38,0.53,0.36,0.18,0.26,-0.04,-0.38,-0.01,-0.05,-0.04,-1.85,-1.87,0.74,0.03,1.06,0.73,20.94,20.93,20.94,20.98,20.94,20.94,20.95
-87,2018-12-03 15:22:48,00:00:33,19.18,15.14,13.61,12.44,11.62,11.38,10.87,10.25,18.73,14.84,13.74,12.4,11.97,10.91,10.49,9.68,19.1,15.06,12.72,12.2,11.18,10.17,9.8,19.55,15.78,13.72,12.38,11.92,11.09,10.67,8.0,12.34,8.12,7.3,7.34,7.34,14.02,14.18,11.46,10.05,13.39,-0.23,-0.16,0.46,0.45,0.16,0.34,0.23,0.25,-0.36,0.24,0.15,0.1,1.38,-0.22,0.74,-3.79,1.06,-2.23,20.95,20.95,20.97,20.97,20.96,20.95,20.96
-86,2018-12-03 15:22:49,00:00:34,19.2,15.2,13.67,12.6,11.79,11.39,10.89,10.35,18.74,14.9,13.49,11.42,11.84,11.01,10.66,9.96,19.19,15.15,12.74,12.1,11.16,10.18,9.82,19.61,15.6,13.89,12.52,11.82,11.53,10.61,8.09,12.33,8.07,7.21,7.07,7.07,14.04,14.21,11.45,9.88,13.42,0.18,0.36,0.42,0.43,0.36,0.05,0.05,0.36,-0.14,-0.0,0.06,-0.25,1.38,-1.87,0.74,0.03,0.1,-2.23,20.96,20.94,20.97,20.94,20.94,20.95,20.95
-85,2018-12-03 15:22:50,00:00:35,19.12,15.27,13.71,12.49,11.87,11.32,10.85,10.23,18.67,14.67,13.72,12.3,11.99,10.82,10.7,9.81,19.0,15.11,12.7,12.21,11.12,10.18,9.63,19.57,15.8,13.81,12.32,11.9,11.6,10.5,8.06,12.25,7.96,6.9,6.76,6.76,14.23,14.21,11.64,10.07,13.34,0.27,0.48,0.4,0.48,0.13,0.29,0.05,0.2,0.11,0.1,0.14,0.18,-0.23,-0.22,-0.06,0.03,-0.86,-0.75,20.96,20.93,20.94,20.95,20.94,20.95,20.96
