Time,Timestamp,Elapsed Time,Heat Release Rate,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 0.75 m Below Lintel,Quadrant C Temperature 0.6 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-104,2018-12-04 19:27:18,00:00:17,0.0,27.46,20.64,17.6,16.73,15.23,14.57,13.64,12.99,27.38,21.9,19.78,17.91,16.65,14.72,12.92,12.46,27.07,22.19,18.65,16.72,15.52,13.44,12.0,27.94,22.6,19.0,16.68,15.61,15.5,13.72,10.93,16.96,12.37,9.26,10.76,10.49,23.6,17.08,15.25,14.11,18.69,-0.35,-0.59,0.32,-0.06,0.17,0.39,0.24,-0.46,-0.6,-0.02,-0.1,-0.04,0.29,0.82,0.28,-0.91,-2.03,-1.35,20.95,20.96,20.95,20.96,20.96,20.94,20.96,20.94
-103,2018-12-04 19:27:19,00:00:18,0.0,27.34,20.91,17.49,16.58,15.12,14.46,13.68,12.88,27.31,21.9,19.7,17.83,16.5,14.72,12.77,12.34,27.11,22.19,18.69,16.76,15.36,13.44,11.93,27.83,22.6,19.04,16.6,15.42,15.5,13.83,11.39,16.93,12.3,9.57,10.84,10.38,24.06,17.77,15.33,14.07,18.81,-0.28,-0.53,0.33,0.34,0.29,-0.24,0.13,-0.45,-0.55,-0.08,-0.13,0.07,-1.33,2.47,-0.52,-0.91,-0.11,-2.83,20.96,20.95,20.96,20.91,20.96,20.94,20.96,20.95
-102,2018-12-04 19:27:20,00:00:19,0.0,27.3,20.9,17.33,16.84,15.0,14.34,13.56,12.95,27.38,21.86,19.55,17.75,16.57,14.63,12.53,12.3,27.03,22.03,18.57,16.49,15.36,13.39,12.08,27.82,22.52,19.11,16.56,15.45,15.35,13.82,11.46,17.08,12.42,9.38,10.99,10.38,24.55,18.31,15.37,14.11,18.85,-0.31,-0.47,0.28,0.42,0.3,-0.19,0.16,-0.52,-0.56,-0.07,-0.17,-0.07,0.29,0.82,-0.52,-0.91,0.84,-1.35,20.95,20.95,20.94,20.97,20.97,20.95,20.95,20.95
-101,2018-12-04 19:27:21,00:00:20,0.0,27.39,20.88,17.34,16.66,14.9,14.12,13.34,12.96,27.39,21.9,19.63,17.61,16.5,14.57,12.47,12.19,27.04,22.04,18.66,16.61,15.45,13.4,12.09,27.87,22.61,19.23,16.65,15.39,15.32,13.87,11.32,17.12,12.45,9.45,10.8,10.38,24.89,18.3,15.25,14.03,18.85,-0.35,-0.47,0.12,0.2,0.2,0.22,0.22,-0.43,-0.61,-0.13,-0.17,0.01,0.29,0.82,-0.52,-0.91,-1.07,0.13,20.96,20.95,20.96,21.0,20.96,20.96,20.96,20.95
-100,2018-12-04 19:27:22,00:00:21,0.0,27.34,21.02,17.48,16.53,14.81,14.18,13.49,12.72,27.38,21.82,19.62,17.41,16.45,14.83,12.34,12.03,27.03,22.03,18.57,16.49,15.44,13.32,12.04,27.71,22.52,19.22,16.52,15.38,15.23,13.94,11.27,17.15,12.6,9.38,10.87,10.3,24.32,18.07,15.21,14.07,18.73,-0.26,-0.45,-0.16,0.26,0.09,0.32,0.19,-0.46,-0.57,-0.0,-0.03,0.05,0.29,-0.82,0.28,-0.91,-1.07,1.6,20.96,20.95,20.95,20.97,20.94,20.95,20.96,20.95
-99,2018-12-04 19:27:23,00:00:22,0.0,27.39,20.88,17.46,16.51,15.02,14.2,13.46,12.89,27.4,21.76,19.68,17.42,16.43,14.65,12.28,12.05,27.01,22.16,18.59,16.62,15.3,13.33,12.02,27.91,22.42,19.27,16.77,15.43,15.32,14.07,11.52,17.04,12.49,9.42,10.76,10.15,24.4,18.12,15.26,14.11,18.85,-0.33,-0.47,0.38,0.42,0.32,0.08,0.19,-0.52,-0.57,0.15,0.11,0.06,-1.33,-0.82,-1.33,-0.91,0.84,0.13,20.95,20.95,20.96,20.95,20.97,20.95,20.96,20.95
-98,2018-12-04 19:27:24,00:00:23,0.0,27.38,20.3,17.41,16.65,15.08,14.19,13.49,12.88,27.31,21.75,19.63,17.3,16.34,14.68,12.42,11.84,26.96,22.04,18.54,16.53,15.4,13.25,12.0,27.83,22.34,19.23,16.76,15.23,15.12,14.02,11.62,17.19,12.6,9.38,10.76,10.3,24.32,18.11,15.29,14.03,18.58,-0.15,-0.36,0.19,0.28,0.34,0.24,0.13,-0.45,-0.6,-0.06,-0.14,-0.1,-1.33,0.82,1.08,-2.82,-0.11,0.13,20.96,20.96,20.96,20.97,20.96,20.96,20.96,20.95
-97,2018-12-04 19:27:25,00:00:24,0.0,27.38,19.88,17.4,16.46,15.0,14.3,13.33,12.79,27.38,21.67,19.62,17.22,16.34,14.67,12.57,11.76,26.95,22.0,18.5,16.41,15.24,13.2,12.04,27.82,22.45,19.07,16.83,15.26,15.12,14.17,12.0,17.0,12.53,9.34,10.68,10.38,24.66,17.96,15.36,14.18,18.96,0.09,-0.28,0.19,0.39,0.35,-0.16,0.16,-0.45,-0.6,-0.11,-0.15,-0.18,-1.33,-0.82,0.28,-2.82,-1.07,-1.35,20.97,20.95,20.96,20.95,20.95,20.96,20.96,20.95
-96,2018-12-04 19:27:26,00:00:25,0.0,27.35,19.93,17.38,16.43,14.93,14.19,13.38,12.84,27.35,21.79,19.63,17.23,16.27,14.72,12.43,11.89,27.08,21.97,18.51,16.23,15.41,13.1,12.05,27.76,22.34,19.0,16.8,15.12,14.98,14.1,11.97,17.11,12.56,9.37,10.56,10.29,24.54,18.22,15.28,13.91,18.77,0.09,-0.4,0.19,-0.16,-0.33,0.32,0.07,-0.45,-0.6,0.04,-0.02,-0.03,-2.94,0.82,0.28,-0.91,-0.11,0.13,20.95,20.95,20.95,20.96,20.96,20.95,20.96,20.96
-95,2018-12-04 19:27:27,00:00:26,0.0,27.42,20.26,17.37,16.27,14.93,14.23,13.26,12.84,27.38,21.71,19.7,17.3,16.27,14.64,12.5,11.88,26.99,22.11,18.42,16.26,15.36,13.02,12.08,27.83,22.45,19.0,16.95,15.19,15.01,14.06,11.58,17.14,12.36,9.56,10.79,10.25,24.65,18.44,15.12,13.71,18.49,-0.15,-0.36,0.07,0.22,0.2,-0.3,0.16,-0.48,-0.6,-0.0,-0.07,-0.03,-1.33,-0.82,-0.52,6.74,0.84,1.6,20.97,20.95,20.96,21.0,20.97,20.95,20.95,20.95
-94,2018-12-04 19:27:28,00:00:27,0.0,27.42,20.53,17.37,16.27,14.97,14.3,13.3,12.76,27.35,21.6,19.74,17.34,16.19,14.72,12.73,11.92,27.07,22.11,18.39,16.34,15.4,12.98,12.08,27.75,22.41,19.07,17.02,15.04,14.93,14.02,11.66,16.93,12.26,9.53,10.45,10.22,23.72,17.43,15.33,14.14,18.54,-0.21,-0.51,-0.13,0.2,-0.04,-0.16,-0.12,-0.44,-0.57,-0.02,-0.06,-0.06,-2.94,-0.82,-0.52,-2.82,-1.07,-1.35,20.96,20.95,20.95,20.96,20.96,20.95,20.95,20.95
-93,2018-12-04 19:27:29,00:00:28,0.0,27.48,20.6,17.4,16.19,14.92,14.22,13.44,12.79,27.37,21.62,19.66,17.33,16.22,14.74,12.99,11.91,27.17,22.26,18.34,16.33,15.51,12.93,12.18,27.7,22.44,18.99,17.01,15.14,14.96,14.09,11.88,16.85,12.53,9.45,10.64,10.38,24.59,18.11,15.06,13.88,18.43,-0.24,-0.56,0.4,0.13,0.3,-0.26,-0.16,-0.48,-0.58,-0.07,-0.14,-0.18,1.9,0.82,0.28,-4.73,-0.11,0.13,20.96,20.96,20.96,20.98,20.95,20.94,20.95,20.95
-92,2018-12-04 19:27:30,00:00:29,0.0,27.53,20.42,17.41,16.46,14.78,14.34,13.49,12.91,27.46,21.6,19.74,17.34,16.19,14.87,13.19,11.92,27.11,22.11,18.12,16.19,15.4,13.09,12.27,27.75,22.41,18.96,16.95,15.15,14.97,14.06,12.08,16.59,12.46,9.5,10.61,10.11,24.48,18.23,14.99,14.07,18.55,-0.36,-0.5,0.12,0.3,0.22,-0.24,0.13,-0.51,-0.57,-0.02,-0.16,-0.08,0.29,0.82,0.28,-0.91,0.84,0.13,20.97,20.96,20.95,20.92,20.96,20.95,20.95,20.95
-91,2018-12-04 19:27:31,00:00:30,0.0,27.58,20.23,17.3,16.28,14.86,14.42,13.46,12.84,27.43,21.68,19.82,17.3,16.2,14.87,13.19,11.93,27.11,22.12,18.16,16.12,15.29,12.95,12.32,27.68,22.46,18.97,16.99,15.39,15.05,14.14,11.55,16.7,12.41,9.41,10.53,10.42,24.36,18.0,15.02,14.07,18.58,-0.31,-0.59,0.28,0.13,-0.29,0.13,0.16,-0.49,-0.56,0.03,-0.04,-0.03,1.9,-0.82,0.28,-0.91,-0.11,-1.35,20.96,20.95,20.95,20.98,20.96,20.96,20.96,20.96
-90,2018-12-04 19:27:32,00:00:31,0.0,27.61,19.89,17.26,16.2,14.74,14.54,13.42,12.92,27.35,21.64,19.67,17.27,16.27,14.95,12.93,11.93,27.26,22.04,18.09,16.15,15.22,13.1,12.24,27.72,22.53,18.93,16.99,15.31,14.98,14.14,11.62,16.66,12.37,9.3,10.53,10.11,24.4,18.0,14.94,14.18,18.43,-0.28,-0.49,0.19,-0.24,0.22,-0.28,0.22,-0.57,-0.61,0.11,-0.08,0.03,0.29,0.82,-0.52,-2.82,0.84,0.13,20.96,20.96,20.95,20.98,20.96,20.96,20.95,20.95
-89,2018-12-04 19:27:33,00:00:32,0.0,27.5,19.77,17.33,16.16,14.7,14.38,13.3,12.99,27.35,21.63,19.7,17.3,16.34,14.75,12.69,11.92,27.11,22.08,18.12,16.15,15.25,13.09,12.39,27.71,22.53,18.88,17.1,15.3,14.93,14.1,11.62,16.66,12.34,9.38,10.34,10.07,24.81,18.11,14.94,14.3,18.43,-0.28,-0.56,-0.32,-0.28,-0.04,0.08,0.07,-0.53,-0.52,-0.02,-0.14,0.03,0.29,-0.82,1.08,2.91,0.84,0.13,20.96,20.95,20.96,20.93,20.95,20.96,20.96,20.96
-88,2018-12-04 19:27:34,00:00:33,0.0,27.43,19.59,17.26,16.13,14.82,14.61,13.31,12.96,27.39,21.72,19.67,17.27,16.24,14.72,12.39,11.77,27.11,21.93,18.13,16.08,15.33,13.1,12.24,27.79,22.49,18.97,17.14,15.2,14.98,14.03,11.74,16.77,12.49,9.3,10.19,10.19,24.28,17.96,14.87,14.3,18.5,-0.15,-0.54,-0.08,-0.35,0.14,-0.21,0.22,-0.43,-0.57,-0.05,-0.08,-0.06,-1.33,-2.47,0.28,-0.91,-0.11,-2.83,20.97,20.96,20.95,20.94,20.96,20.95,20.95,20.96
-87,2018-12-04 19:27:35,00:00:34,0.0,27.53,19.39,17.18,16.16,14.74,14.57,13.41,13.03,27.38,21.67,19.59,17.34,16.27,14.75,12.27,11.81,27.07,22.0,18.23,15.92,15.4,12.9,12.31,27.64,22.49,18.85,17.06,15.23,14.97,14.14,11.7,16.89,12.46,9.27,10.38,10.11,24.36,18.0,14.99,14.0,18.55,-0.18,-0.56,-0.08,-0.21,-0.21,0.24,0.28,-0.51,-0.54,0.18,0.16,0.35,-1.33,-2.47,-0.52,-0.91,0.84,-1.35,20.96,20.96,20.95,20.95,20.95,20.95,20.96,20.95
-86,2018-12-04 19:27:36,00:00:35,0.0,27.5,19.05,17.22,15.9,14.67,14.42,13.46,13.03,27.35,21.64,19.52,17.23,16.24,14.76,12.81,11.81,27.08,22.01,18.13,15.89,15.29,12.91,12.39,27.76,22.57,18.93,16.99,15.35,14.94,14.18,11.7,16.89,12.41,9.15,10.49,10.15,24.43,17.96,14.98,14.14,18.39,-0.36,-0.56,-0.34,-0.26,0.32,-0.06,-0.12,-0.39,-0.52,0.12,0.04,0.05,0.29,-2.47,-0.52,1.0,-1.07,-1.35,20.96,20.96,20.95,20.94,20.96,20.96,20.96,20.95
